Area Code (M49);Area;Element;Item;Year;Value
158;China, Taiwan Province of;Import quantity;Poultry Meat;2022;218
158;China, Taiwan Province of;Stock Variation;Poultry Meat;2022;11
158;China, Taiwan Province of;Export quantity;Poultry Meat;2022;1
158;China, Taiwan Province of;Domestic supply quantity;Poultry Meat;2022;977
158;China, Taiwan Province of;Residuals;Poultry Meat;2022;0
158;China, Taiwan Province of;Food;Poultry Meat;2022;977
158;China, Taiwan Province of;Production;Eggs;2022;453
158;China, Taiwan Province of;Import quantity;Eggs;2022;6
158;China, Taiwan Province of;Stock Variation;Eggs;2022;0
158;China, Taiwan Province of;Export quantity;Eggs;2022;3
158;China, Taiwan Province of;Domestic supply quantity;Eggs;2022;456
158;China, Taiwan Province of;Losses;Eggs;2022;41
158;China, Taiwan Province of;Residuals;Eggs;2022;0
158;China, Taiwan Province of;Food;Eggs;2022;382
170;Colombia;Production;Poultry Meat;2022;1820
170;Colombia;Import quantity;Poultry Meat;2022;81
170;Colombia;Stock Variation;Poultry Meat;2022;0
170;Colombia;Domestic supply quantity;Poultry Meat;2022;1901
170;Colombia;Residuals;Poultry Meat;2022;0
170;Colombia;Food;Poultry Meat;2022;1901
170;Colombia;Production;Eggs;2022;813
170;Colombia;Import quantity;Eggs;2022;3
170;Colombia;Stock Variation;Eggs;2022;0
170;Colombia;Export quantity;Eggs;2022;0
170;Colombia;Domestic supply quantity;Eggs;2022;815
170;Colombia;Losses;Eggs;2022;73
170;Colombia;Residuals;Eggs;2022;0
170;Colombia;Food;Eggs;2022;629
174;Comoros;Production;Poultry Meat;2022;1
174;Comoros;Import quantity;Poultry Meat;2022;14
174;Comoros;Stock Variation;Poultry Meat;2022;-5
174;Comoros;Domestic supply quantity;Poultry Meat;2022;19
174;Comoros;Residuals;Poultry Meat;2022;0
174;Comoros;Food;Poultry Meat;2022;19
174;Comoros;Production;Eggs;2022;1
174;Comoros;Import quantity;Eggs;2022;0
174;Comoros;Domestic supply quantity;Eggs;2022;1
174;Comoros;Losses;Eggs;2022;0
174;Comoros;Residuals;Eggs;2022;0
174;Comoros;Food;Eggs;2022;1
178;Congo;Production;Poultry Meat;2022;7
178;Congo;Import quantity;Poultry Meat;2022;158
178;Congo;Stock Variation;Poultry Meat;2022;0
178;Congo;Export quantity;Poultry Meat;2022;0
178;Congo;Domestic supply quantity;Poultry Meat;2022;165
178;Congo;Residuals;Poultry Meat;2022;0
178;Congo;Food;Poultry Meat;2022;165
178;Congo;Production;Eggs;2022;2
178;Congo;Import quantity;Eggs;2022;0
178;Congo;Stock Variation;Eggs;2022;0
178;Congo;Export quantity;Eggs;2022;1
178;Congo;Domestic supply quantity;Eggs;2022;1
178;Congo;Losses;Eggs;2022;0
178;Congo;Residuals;Eggs;2022;-1
178;Congo;Food;Eggs;2022;1
188;Costa Rica;Production;Poultry Meat;2022;152
188;Costa Rica;Import quantity;Poultry Meat;2022;20
188;Costa Rica;Stock Variation;Poultry Meat;2022;0
188;Costa Rica;Export quantity;Poultry Meat;2022;3
188;Costa Rica;Domestic supply quantity;Poultry Meat;2022;169
188;Costa Rica;Tourist consumption;Poultry Meat;2022;2
188;Costa Rica;Residuals;Poultry Meat;2022;0
188;Costa Rica;Food;Poultry Meat;2022;167
188;Costa Rica;Production;Eggs;2022;81
188;Costa Rica;Import quantity;Eggs;2022;4
188;Costa Rica;Stock Variation;Eggs;2022;0
188;Costa Rica;Export quantity;Eggs;2022;2
188;Costa Rica;Domestic supply quantity;Eggs;2022;84
188;Costa Rica;Losses;Eggs;2022;2
188;Costa Rica;Tourist consumption;Eggs;2022;1
188;Costa Rica;Residuals;Eggs;2022;0
188;Costa Rica;Food;Eggs;2022;72
384;Côte d'Ivoire;Production;Poultry Meat;2022;68
384;Côte d'Ivoire;Import quantity;Poultry Meat;2022;1
384;Côte d'Ivoire;Stock Variation;Poultry Meat;2022;0
384;Côte d'Ivoire;Export quantity;Poultry Meat;2022;0
384;Côte d'Ivoire;Domestic supply quantity;Poultry Meat;2022;69
384;Côte d'Ivoire;Residuals;Poultry Meat;2022;0
384;Côte d'Ivoire;Food;Poultry Meat;2022;69
384;Côte d'Ivoire;Production;Eggs;2022;66
384;Côte d'Ivoire;Import quantity;Eggs;2022;5
384;Côte d'Ivoire;Stock Variation;Eggs;2022;0
384;Côte d'Ivoire;Export quantity;Eggs;2022;0
384;Côte d'Ivoire;Domestic supply quantity;Eggs;2022;71
384;Côte d'Ivoire;Losses;Eggs;2022;6
384;Côte d'Ivoire;Residuals;Eggs;2022;0
384;Côte d'Ivoire;Food;Eggs;2022;59
191;Croatia;Production;Poultry Meat;2022;71
191;Croatia;Import quantity;Poultry Meat;2022;34
191;Croatia;Stock Variation;Poultry Meat;2022;4
191;Croatia;Export quantity;Poultry Meat;2022;22
191;Croatia;Domestic supply quantity;Poultry Meat;2022;79
191;Croatia;Residuals;Poultry Meat;2022;0
191;Croatia;Food;Poultry Meat;2022;79
191;Croatia;Production;Eggs;2022;34
191;Croatia;Import quantity;Eggs;2022;9
191;Croatia;Stock Variation;Eggs;2022;0
191;Croatia;Export quantity;Eggs;2022;2
191;Croatia;Domestic supply quantity;Eggs;2022;40
191;Croatia;Losses;Eggs;2022;4
191;Croatia;Residuals;Eggs;2022;0
191;Croatia;Food;Eggs;2022;34
192;Cuba;Production;Poultry Meat;2022;19
192;Cuba;Import quantity;Poultry Meat;2022;317
192;Cuba;Stock Variation;Poultry Meat;2022;0
192;Cuba;Domestic supply quantity;Poultry Meat;2022;336
192;Cuba;Tourist consumption;Poultry Meat;2022;2
192;Cuba;Residuals;Poultry Meat;2022;0
192;Cuba;Food;Poultry Meat;2022;334
192;Cuba;Production;Eggs;2022;104
192;Cuba;Import quantity;Eggs;2022;0
192;Cuba;Stock Variation;Eggs;2022;0
192;Cuba;Domestic supply quantity;Eggs;2022;104
192;Cuba;Losses;Eggs;2022;5
192;Cuba;Tourist consumption;Eggs;2022;1
192;Cuba;Residuals;Eggs;2022;0
192;Cuba;Food;Eggs;2022;96
196;Cyprus;Production;Poultry Meat;2022;27
196;Cyprus;Import quantity;Poultry Meat;2022;18
196;Cyprus;Stock Variation;Poultry Meat;2022;3
196;Cyprus;Export quantity;Poultry Meat;2022;1
196;Cyprus;Domestic supply quantity;Poultry Meat;2022;41
196;Cyprus;Losses;Poultry Meat;2022;3
196;Cyprus;Tourist consumption;Poultry Meat;2022;2
196;Cyprus;Residuals;Poultry Meat;2022;0
196;Cyprus;Food;Poultry Meat;2022;36
196;Cyprus;Production;Eggs;2022;8
196;Cyprus;Import quantity;Eggs;2022;3
196;Cyprus;Stock Variation;Eggs;2022;0
196;Cyprus;Export quantity;Eggs;2022;0
196;Cyprus;Domestic supply quantity;Eggs;2022;11
196;Cyprus;Losses;Eggs;2022;1
196;Cyprus;Tourist consumption;Eggs;2022;0
196;Cyprus;Residuals;Eggs;2022;0
196;Cyprus;Food;Eggs;2022;9
203;Czechia;Production;Poultry Meat;2022;172
203;Czechia;Import quantity;Poultry Meat;2022;134
203;Czechia;Stock Variation;Poultry Meat;2022;6
203;Czechia;Export quantity;Poultry Meat;2022;34
203;Czechia;Domestic supply quantity;Poultry Meat;2022;266
203;Czechia;Residuals;Poultry Meat;2022;0
203;Czechia;Food;Poultry Meat;2022;251
203;Czechia;Production;Eggs;2022;86
203;Czechia;Import quantity;Eggs;2022;49
203;Czechia;Stock Variation;Eggs;2022;4
203;Czechia;Export quantity;Eggs;2022;35
203;Czechia;Domestic supply quantity;Eggs;2022;96
203;Czechia;Losses;Eggs;2022;2
203;Czechia;Residuals;Eggs;2022;-1
203;Czechia;Food;Eggs;2022;86
180;Democratic Republic of the Congo;Production;Poultry Meat;2022;10
180;Democratic Republic of the Congo;Import quantity;Poultry Meat;2022;91
180;Democratic Republic of the Congo;Stock Variation;Poultry Meat;2022;0
180;Democratic Republic of the Congo;Export quantity;Poultry Meat;2022;0
180;Democratic Republic of the Congo;Domestic supply quantity;Poultry Meat;2022;101
180;Democratic Republic of the Congo;Residuals;Poultry Meat;2022;0
180;Democratic Republic of the Congo;Food;Poultry Meat;2022;101
180;Democratic Republic of the Congo;Production;Eggs;2022;9
180;Democratic Republic of the Congo;Import quantity;Eggs;2022;1
180;Democratic Republic of the Congo;Stock Variation;Eggs;2022;0
180;Democratic Republic of the Congo;Domestic supply quantity;Eggs;2022;10
180;Democratic Republic of the Congo;Losses;Eggs;2022;1
180;Democratic Republic of the Congo;Residuals;Eggs;2022;0
180;Democratic Republic of the Congo;Food;Eggs;2022;8
208;Denmark;Production;Poultry Meat;2022;152
208;Denmark;Import quantity;Poultry Meat;2022;99
208;Denmark;Stock Variation;Poultry Meat;2022;0
208;Denmark;Export quantity;Poultry Meat;2022;145
208;Denmark;Domestic supply quantity;Poultry Meat;2022;106
208;Denmark;Residuals;Poultry Meat;2022;0
208;Denmark;Food;Poultry Meat;2022;105
208;Denmark;Production;Eggs;2022;88
208;Denmark;Import quantity;Eggs;2022;40
208;Denmark;Stock Variation;Eggs;2022;3
208;Denmark;Export quantity;Eggs;2022;29
208;Denmark;Domestic supply quantity;Eggs;2022;96
208;Denmark;Losses;Eggs;2022;1
208;Denmark;Residuals;Eggs;2022;-5
208;Denmark;Food;Eggs;2022;87
262;Djibouti;Import quantity;Poultry Meat;2022;4
262;Djibouti;Stock Variation;Poultry Meat;2022;0
262;Djibouti;Domestic supply quantity;Poultry Meat;2022;4
262;Djibouti;Residuals;Poultry Meat;2022;0
262;Djibouti;Food;Poultry Meat;2022;4
262;Djibouti;Import quantity;Eggs;2022;2
262;Djibouti;Domestic supply quantity;Eggs;2022;2
262;Djibouti;Residuals;Eggs;2022;0
262;Djibouti;Food;Eggs;2022;2
212;Dominica;Production;Poultry Meat;2022;0
212;Dominica;Import quantity;Poultry Meat;2022;4
212;Dominica;Stock Variation;Poultry Meat;2022;0
212;Dominica;Domestic supply quantity;Poultry Meat;2022;4
212;Dominica;Tourist consumption;Poultry Meat;2022;1
212;Dominica;Residuals;Poultry Meat;2022;0
212;Dominica;Food;Poultry Meat;2022;3
212;Dominica;Production;Eggs;2022;1
212;Dominica;Import quantity;Eggs;2022;0
212;Dominica;Export quantity;Eggs;2022;0
212;Dominica;Domestic supply quantity;Eggs;2022;1
212;Dominica;Losses;Eggs;2022;0
212;Dominica;Tourist consumption;Eggs;2022;0
212;Dominica;Residuals;Eggs;2022;0
212;Dominica;Food;Eggs;2022;1
214;Dominican Republic;Production;Poultry Meat;2022;365
214;Dominican Republic;Import quantity;Poultry Meat;2022;54
214;Dominican Republic;Stock Variation;Poultry Meat;2022;0
214;Dominican Republic;Export quantity;Poultry Meat;2022;0
214;Dominican Republic;Domestic supply quantity;Poultry Meat;2022;420
214;Dominican Republic;Tourist consumption;Poultry Meat;2022;6
214;Dominican Republic;Residuals;Poultry Meat;2022;0
214;Dominican Republic;Food;Poultry Meat;2022;414
214;Dominican Republic;Production;Eggs;2022;239
214;Dominican Republic;Import quantity;Eggs;2022;1
214;Dominican Republic;Export quantity;Eggs;2022;0
214;Dominican Republic;Domestic supply quantity;Eggs;2022;240
214;Dominican Republic;Losses;Eggs;2022;22
214;Dominican Republic;Tourist consumption;Eggs;2022;2
214;Dominican Republic;Residuals;Eggs;2022;0
214;Dominican Republic;Food;Eggs;2022;184
218;Ecuador;Production;Poultry Meat;2022;517
218;Ecuador;Import quantity;Poultry Meat;2022;1
218;Ecuador;Stock Variation;Poultry Meat;2022;0
218;Ecuador;Export quantity;Poultry Meat;2022;0
218;Ecuador;Domestic supply quantity;Poultry Meat;2022;518
218;Ecuador;Residuals;Poultry Meat;2022;0
218;Ecuador;Food;Poultry Meat;2022;518
218;Ecuador;Production;Eggs;2022;171
218;Ecuador;Import quantity;Eggs;2022;1
218;Ecuador;Stock Variation;Eggs;2022;0
218;Ecuador;Domestic supply quantity;Eggs;2022;172
218;Ecuador;Losses;Eggs;2022;15
218;Ecuador;Residuals;Eggs;2022;0
218;Ecuador;Food;Eggs;2022;140
818;Egypt;Production;Poultry Meat;2022;2626
818;Egypt;Import quantity;Poultry Meat;2022;20
818;Egypt;Stock Variation;Poultry Meat;2022;0
818;Egypt;Export quantity;Poultry Meat;2022;3
818;Egypt;Domestic supply quantity;Poultry Meat;2022;2642
818;Egypt;Tourist consumption;Poultry Meat;2022;0
818;Egypt;Residuals;Poultry Meat;2022;0
818;Egypt;Food;Poultry Meat;2022;2642
818;Egypt;Production;Eggs;2022;614
818;Egypt;Import quantity;Eggs;2022;1
818;Egypt;Stock Variation;Eggs;2022;0
818;Egypt;Export quantity;Eggs;2022;5
818;Egypt;Domestic supply quantity;Eggs;2022;611
818;Egypt;Losses;Eggs;2022;69
818;Egypt;Tourist consumption;Eggs;2022;0
818;Egypt;Residuals;Eggs;2022;-1
818;Egypt;Food;Eggs;2022;454
222;El Salvador;Production;Poultry Meat;2022;160
222;El Salvador;Import quantity;Poultry Meat;2022;21
222;El Salvador;Stock Variation;Poultry Meat;2022;0
222;El Salvador;Export quantity;Poultry Meat;2022;2
222;El Salvador;Domestic supply quantity;Poultry Meat;2022;178
222;El Salvador;Residuals;Poultry Meat;2022;0
222;El Salvador;Food;Poultry Meat;2022;178
222;El Salvador;Production;Eggs;2022;63
222;El Salvador;Import quantity;Eggs;2022;4
222;El Salvador;Stock Variation;Eggs;2022;0
222;El Salvador;Export quantity;Eggs;2022;0
222;El Salvador;Domestic supply quantity;Eggs;2022;67
222;El Salvador;Losses;Eggs;2022;2
222;El Salvador;Residuals;Eggs;2022;0
222;El Salvador;Food;Eggs;2022;56
233;Estonia;Production;Poultry Meat;2022;23
233;Estonia;Import quantity;Poultry Meat;2022;25
233;Estonia;Stock Variation;Poultry Meat;2022;7
233;Estonia;Export quantity;Poultry Meat;2022;14
233;Estonia;Domestic supply quantity;Poultry Meat;2022;28
233;Estonia;Residuals;Poultry Meat;2022;0
233;Estonia;Food;Poultry Meat;2022;28
233;Estonia;Production;Eggs;2022;11
233;Estonia;Import quantity;Eggs;2022;11
233;Estonia;Stock Variation;Eggs;2022;0
233;Estonia;Export quantity;Eggs;2022;2
233;Estonia;Domestic supply quantity;Eggs;2022;19
233;Estonia;Losses;Eggs;2022;1
233;Estonia;Residuals;Eggs;2022;0
233;Estonia;Food;Eggs;2022;17
748;Eswatini;Production;Poultry Meat;2022;5
748;Eswatini;Import quantity;Poultry Meat;2022;3
748;Eswatini;Stock Variation;Poultry Meat;2022;0
748;Eswatini;Export quantity;Poultry Meat;2022;1
748;Eswatini;Domestic supply quantity;Poultry Meat;2022;7
748;Eswatini;Residuals;Poultry Meat;2022;0
748;Eswatini;Food;Poultry Meat;2022;7
748;Eswatini;Production;Eggs;2022;1
748;Eswatini;Import quantity;Eggs;2022;1
748;Eswatini;Stock Variation;Eggs;2022;0
748;Eswatini;Export quantity;Eggs;2022;0
748;Eswatini;Domestic supply quantity;Eggs;2022;3
748;Eswatini;Losses;Eggs;2022;0
748;Eswatini;Residuals;Eggs;2022;0
748;Eswatini;Food;Eggs;2022;2
231;Ethiopia;Production;Poultry Meat;2022;49
231;Ethiopia;Import quantity;Poultry Meat;2022;0
231;Ethiopia;Stock Variation;Poultry Meat;2022;1
231;Ethiopia;Domestic supply quantity;Poultry Meat;2022;49
231;Ethiopia;Residuals;Poultry Meat;2022;0
231;Ethiopia;Food;Poultry Meat;2022;49
231;Ethiopia;Production;Eggs;2022;52
231;Ethiopia;Import quantity;Eggs;2022;0
231;Ethiopia;Stock Variation;Eggs;2022;0
231;Ethiopia;Export quantity;Eggs;2022;0
231;Ethiopia;Domestic supply quantity;Eggs;2022;52
231;Ethiopia;Losses;Eggs;2022;4
231;Ethiopia;Residuals;Eggs;2022;0
231;Ethiopia;Food;Eggs;2022;41
242;Fiji;Production;Poultry Meat;2022;46
242;Fiji;Import quantity;Poultry Meat;2022;5
242;Fiji;Stock Variation;Poultry Meat;2022;0
242;Fiji;Export quantity;Poultry Meat;2022;0
242;Fiji;Domestic supply quantity;Poultry Meat;2022;51
242;Fiji;Losses;Poultry Meat;2022;2
242;Fiji;Tourist consumption;Poultry Meat;2022;2
242;Fiji;Residuals;Poultry Meat;2022;12
242;Fiji;Food;Poultry Meat;2022;35
242;Fiji;Production;Eggs;2022;9
242;Fiji;Import quantity;Eggs;2022;0
242;Fiji;Stock Variation;Eggs;2022;0
242;Fiji;Export quantity;Eggs;2022;1
242;Fiji;Domestic supply quantity;Eggs;2022;8
242;Fiji;Losses;Eggs;2022;1
242;Fiji;Tourist consumption;Eggs;2022;0
242;Fiji;Residuals;Eggs;2022;0
242;Fiji;Food;Eggs;2022;5
246;Finland;Production;Poultry Meat;2022;147
246;Finland;Import quantity;Poultry Meat;2022;24
246;Finland;Stock Variation;Poultry Meat;2022;24
246;Finland;Export quantity;Poultry Meat;2022;8
246;Finland;Domestic supply quantity;Poultry Meat;2022;140
246;Finland;Residuals;Poultry Meat;2022;0
246;Finland;Food;Poultry Meat;2022;131
246;Finland;Production;Eggs;2022;76
246;Finland;Import quantity;Eggs;2022;3
246;Finland;Stock Variation;Eggs;2022;0
246;Finland;Export quantity;Eggs;2022;18
246;Finland;Domestic supply quantity;Eggs;2022;62
246;Finland;Losses;Eggs;2022;1
246;Finland;Residuals;Eggs;2022;0
246;Finland;Food;Eggs;2022;55
250;France;Production;Poultry Meat;2022;1478
250;France;Import quantity;Poultry Meat;2022;667
250;France;Stock Variation;Poultry Meat;2022;65
250;France;Export quantity;Poultry Meat;2022;400
250;France;Domestic supply quantity;Poultry Meat;2022;1681
250;France;Residuals;Poultry Meat;2022;0
250;France;Food;Poultry Meat;2022;1590
250;France;Production;Eggs;2022;922
250;France;Import quantity;Eggs;2022;151
250;France;Stock Variation;Eggs;2022;0
250;France;Export quantity;Eggs;2022;100
250;France;Domestic supply quantity;Eggs;2022;973
250;France;Losses;Eggs;2022;8
250;France;Residuals;Eggs;2022;-3
250;France;Food;Eggs;2022;887
258;French Polynesia;Production;Poultry Meat;2022;1
258;French Polynesia;Import quantity;Poultry Meat;2022;18
258;French Polynesia;Stock Variation;Poultry Meat;2022;2
258;French Polynesia;Export quantity;Poultry Meat;2022;0
258;French Polynesia;Domestic supply quantity;Poultry Meat;2022;17
258;French Polynesia;Tourist consumption;Poultry Meat;2022;2
258;French Polynesia;Residuals;Poultry Meat;2022;0
258;French Polynesia;Food;Poultry Meat;2022;14
258;French Polynesia;Production;Eggs;2022;4
258;French Polynesia;Import quantity;Eggs;2022;0
258;French Polynesia;Stock Variation;Eggs;2022;0
258;French Polynesia;Domestic supply quantity;Eggs;2022;4
258;French Polynesia;Losses;Eggs;2022;0
258;French Polynesia;Tourist consumption;Eggs;2022;0
258;French Polynesia;Residuals;Eggs;2022;0
258;French Polynesia;Food;Eggs;2022;4
266;Gabon;Production;Poultry Meat;2022;4
266;Gabon;Import quantity;Poultry Meat;2022;87
266;Gabon;Stock Variation;Poultry Meat;2022;0
266;Gabon;Domestic supply quantity;Poultry Meat;2022;92
266;Gabon;Residuals;Poultry Meat;2022;0
266;Gabon;Food;Poultry Meat;2022;92
266;Gabon;Production;Eggs;2022;3
266;Gabon;Import quantity;Eggs;2022;0
266;Gabon;Stock Variation;Eggs;2022;0
266;Gabon;Domestic supply quantity;Eggs;2022;3
266;Gabon;Losses;Eggs;2022;0
266;Gabon;Residuals;Eggs;2022;0
266;Gabon;Food;Eggs;2022;2
270;Gambia;Production;Poultry Meat;2022;1
270;Gambia;Import quantity;Poultry Meat;2022;53
270;Gambia;Stock Variation;Poultry Meat;2022;0
270;Gambia;Domestic supply quantity;Poultry Meat;2022;54
270;Gambia;Residuals;Poultry Meat;2022;0
270;Gambia;Food;Poultry Meat;2022;54
270;Gambia;Production;Eggs;2022;1
270;Gambia;Import quantity;Eggs;2022;6
270;Gambia;Stock Variation;Eggs;2022;-4
270;Gambia;Domestic supply quantity;Eggs;2022;11
270;Gambia;Losses;Eggs;2022;0
270;Gambia;Residuals;Eggs;2022;0
270;Gambia;Food;Eggs;2022;10
268;Georgia;Production;Poultry Meat;2022;24
268;Georgia;Import quantity;Poultry Meat;2022;67
268;Georgia;Stock Variation;Poultry Meat;2022;0
268;Georgia;Export quantity;Poultry Meat;2022;19
268;Georgia;Domestic supply quantity;Poultry Meat;2022;72
268;Georgia;Losses;Poultry Meat;2022;0
268;Georgia;Residuals;Poultry Meat;2022;0
268;Georgia;Food;Poultry Meat;2022;72
268;Georgia;Production;Eggs;2022;43
268;Georgia;Import quantity;Eggs;2022;2
268;Georgia;Stock Variation;Eggs;2022;0
268;Georgia;Export quantity;Eggs;2022;0
268;Georgia;Domestic supply quantity;Eggs;2022;45
268;Georgia;Losses;Eggs;2022;14
268;Georgia;Residuals;Eggs;2022;-11
268;Georgia;Food;Eggs;2022;41
276;Germany;Production;Poultry Meat;2022;1507
276;Germany;Import quantity;Poultry Meat;2022;789
276;Germany;Stock Variation;Poultry Meat;2022;170
276;Germany;Export quantity;Poultry Meat;2022;664
276;Germany;Domestic supply quantity;Poultry Meat;2022;1462
276;Germany;Residuals;Poultry Meat;2022;0
276;Germany;Food;Poultry Meat;2022;1376
276;Germany;Production;Eggs;2022;987
276;Germany;Import quantity;Eggs;2022;633
276;Germany;Stock Variation;Eggs;2022;0
276;Germany;Export quantity;Eggs;2022;247
276;Germany;Domestic supply quantity;Eggs;2022;1373
276;Germany;Losses;Eggs;2022;15
276;Germany;Residuals;Eggs;2022;-6
276;Germany;Food;Eggs;2022;1310
288;Ghana;Production;Poultry Meat;2022;71
288;Ghana;Import quantity;Poultry Meat;2022;250
288;Ghana;Stock Variation;Poultry Meat;2022;0
288;Ghana;Export quantity;Poultry Meat;2022;0
288;Ghana;Domestic supply quantity;Poultry Meat;2022;320
288;Ghana;Residuals;Poultry Meat;2022;0
288;Ghana;Food;Poultry Meat;2022;320
288;Ghana;Production;Eggs;2022;50
288;Ghana;Import quantity;Eggs;2022;0
288;Ghana;Stock Variation;Eggs;2022;0
288;Ghana;Export quantity;Eggs;2022;0
288;Ghana;Domestic supply quantity;Eggs;2022;51
288;Ghana;Losses;Eggs;2022;4
288;Ghana;Residuals;Eggs;2022;0
288;Ghana;Food;Eggs;2022;36
300;Greece;Production;Poultry Meat;2022;248
300;Greece;Import quantity;Poultry Meat;2022;82
300;Greece;Stock Variation;Poultry Meat;2022;9
300;Greece;Export quantity;Poultry Meat;2022;47
300;Greece;Domestic supply quantity;Poultry Meat;2022;274
300;Greece;Residuals;Poultry Meat;2022;0
300;Greece;Food;Poultry Meat;2022;272
300;Greece;Production;Eggs;2022;81
300;Greece;Import quantity;Eggs;2022;27
300;Greece;Stock Variation;Eggs;2022;0
300;Greece;Export quantity;Eggs;2022;3
300;Greece;Domestic supply quantity;Eggs;2022;104
300;Greece;Losses;Eggs;2022;2
300;Greece;Residuals;Eggs;2022;0
300;Greece;Food;Eggs;2022;98
308;Grenada;Production;Poultry Meat;2022;0
308;Grenada;Import quantity;Poultry Meat;2022;8
308;Grenada;Stock Variation;Poultry Meat;2022;0
308;Grenada;Export quantity;Poultry Meat;2022;0
308;Grenada;Domestic supply quantity;Poultry Meat;2022;8
308;Grenada;Tourist consumption;Poultry Meat;2022;2
308;Grenada;Residuals;Poultry Meat;2022;0
308;Grenada;Food;Poultry Meat;2022;6
308;Grenada;Production;Eggs;2022;3
308;Grenada;Import quantity;Eggs;2022;0
308;Grenada;Stock Variation;Eggs;2022;0
308;Grenada;Domestic supply quantity;Eggs;2022;3
308;Grenada;Losses;Eggs;2022;0
308;Grenada;Tourist consumption;Eggs;2022;0
308;Grenada;Residuals;Eggs;2022;0
308;Grenada;Food;Eggs;2022;2
320;Guatemala;Production;Poultry Meat;2022;424
320;Guatemala;Import quantity;Poultry Meat;2022;143
320;Guatemala;Stock Variation;Poultry Meat;2022;-4
320;Guatemala;Export quantity;Poultry Meat;2022;9
320;Guatemala;Domestic supply quantity;Poultry Meat;2022;561
320;Guatemala;Losses;Poultry Meat;2022;41
320;Guatemala;Tourist consumption;Poultry Meat;2022;2
320;Guatemala;Residuals;Poultry Meat;2022;0
320;Guatemala;Food;Poultry Meat;2022;518
320;Guatemala;Production;Eggs;2022;256
320;Guatemala;Import quantity;Eggs;2022;2
320;Guatemala;Stock Variation;Eggs;2022;0
320;Guatemala;Export quantity;Eggs;2022;2
320;Guatemala;Domestic supply quantity;Eggs;2022;256
320;Guatemala;Losses;Eggs;2022;22
320;Guatemala;Tourist consumption;Eggs;2022;0
320;Guatemala;Residuals;Eggs;2022;-2
320;Guatemala;Food;Eggs;2022;218
324;Guinea;Production;Poultry Meat;2022;15
324;Guinea;Import quantity;Poultry Meat;2022;72
324;Guinea;Stock Variation;Poultry Meat;2022;23
324;Guinea;Export quantity;Poultry Meat;2022;0
324;Guinea;Domestic supply quantity;Poultry Meat;2022;64
324;Guinea;Residuals;Poultry Meat;2022;0
324;Guinea;Food;Poultry Meat;2022;64
324;Guinea;Production;Eggs;2022;30
324;Guinea;Import quantity;Eggs;2022;0
324;Guinea;Stock Variation;Eggs;2022;0
324;Guinea;Domestic supply quantity;Eggs;2022;31
324;Guinea;Losses;Eggs;2022;3
324;Guinea;Residuals;Eggs;2022;0
324;Guinea;Food;Eggs;2022;28
624;Guinea-Bissau;Production;Poultry Meat;2022;3
624;Guinea-Bissau;Import quantity;Poultry Meat;2022;3
624;Guinea-Bissau;Stock Variation;Poultry Meat;2022;0
624;Guinea-Bissau;Domestic supply quantity;Poultry Meat;2022;6
624;Guinea-Bissau;Residuals;Poultry Meat;2022;0
624;Guinea-Bissau;Food;Poultry Meat;2022;6
624;Guinea-Bissau;Production;Eggs;2022;1
624;Guinea-Bissau;Import quantity;Eggs;2022;2
624;Guinea-Bissau;Domestic supply quantity;Eggs;2022;3
624;Guinea-Bissau;Losses;Eggs;2022;0
624;Guinea-Bissau;Residuals;Eggs;2022;0
624;Guinea-Bissau;Food;Eggs;2022;3
328;Guyana;Production;Poultry Meat;2022;57
328;Guyana;Import quantity;Poultry Meat;2022;1
328;Guyana;Stock Variation;Poultry Meat;2022;5
328;Guyana;Domestic supply quantity;Poultry Meat;2022;53
328;Guyana;Residuals;Poultry Meat;2022;0
328;Guyana;Food;Poultry Meat;2022;53
328;Guyana;Production;Eggs;2022;2
328;Guyana;Import quantity;Eggs;2022;1
328;Guyana;Stock Variation;Eggs;2022;0
328;Guyana;Export quantity;Eggs;2022;0
328;Guyana;Domestic supply quantity;Eggs;2022;3
328;Guyana;Losses;Eggs;2022;0
328;Guyana;Residuals;Eggs;2022;0
328;Guyana;Food;Eggs;2022;1
332;Haiti;Production;Poultry Meat;2022;9
332;Haiti;Import quantity;Poultry Meat;2022;106
332;Haiti;Stock Variation;Poultry Meat;2022;0
332;Haiti;Domestic supply quantity;Poultry Meat;2022;115
332;Haiti;Residuals;Poultry Meat;2022;0
332;Haiti;Food;Poultry Meat;2022;115
332;Haiti;Production;Eggs;2022;5
332;Haiti;Import quantity;Eggs;2022;0
332;Haiti;Stock Variation;Eggs;2022;0
332;Haiti;Domestic supply quantity;Eggs;2022;5
332;Haiti;Losses;Eggs;2022;0
332;Haiti;Residuals;Eggs;2022;0
332;Haiti;Food;Eggs;2022;4
340;Honduras;Production;Poultry Meat;2022;258
340;Honduras;Import quantity;Poultry Meat;2022;18
340;Honduras;Stock Variation;Poultry Meat;2022;0
340;Honduras;Export quantity;Poultry Meat;2022;5
340;Honduras;Domestic supply quantity;Poultry Meat;2022;271
340;Honduras;Tourist consumption;Poultry Meat;2022;0
340;Honduras;Residuals;Poultry Meat;2022;0
340;Honduras;Food;Poultry Meat;2022;271
340;Honduras;Production;Eggs;2022;52
340;Honduras;Import quantity;Eggs;2022;1
340;Honduras;Stock Variation;Eggs;2022;0
340;Honduras;Export quantity;Eggs;2022;2
